prefix,zone_name,base_rate
884,🇺🇸 Southwest,3300
885,🇺🇸 Southwest,3300
889,🇺🇸 Southwest,3300
890,🇺🇸 Southwest,3300
891,🇺🇸 Southwest,3300
893,🇺🇸 Southwest,3300
894,🇺🇸 Southwest,3300
895,🇺🇸 Southwest,3300
897,🇺🇸 Southwest,3300
898,🇺🇸 Southwest,3300

# --- WEST COAST ---
900,🇺🇸 West Coast,3500
901,🇺🇸 West Coast,3500
902,🇺🇸 West Coast,3500
903,🇺🇸 West Coast,3500
904,🇺🇸 West Coast,3500
905,🇺🇸 West Coast,3500
906,🇺🇸 West Coast,3500
907,🇺🇸 West Coast,3500
908,🇺🇸 West Coast,3500
910,🇺🇸 West Coast,3500
911,🇺🇸 West Coast,3500
912,🇺🇸 West Coast,3500
913,🇺🇸 West Coast,3500
914,🇺🇸 West Coast,3500
915,🇺🇸 West Coast,3500
916,🇺🇸 West Coast,3500
917,🇺🇸 West Coast,3500
918,🇺🇸 West Coast,3500
919,🇺🇸 West Coast,3500
920,🇺🇸 West Coast,3500
921,🇺🇸 West Coast,3500
922,🇺🇸 West Coast,3500
923,🇺🇸 West Coast,3500
924,🇺🇸 West Coast,3500
925,🇺🇸 West Coast,3500
926,🇺🇸 West Coast,3500
927,🇺🇸 West Coast,3500
928,🇺🇸 West Coast,3500
930,🇺🇸 West Coast,3500
931,🇺🇸 West Coast,3500
932,🇺🇸 West Coast,3500
933,🇺🇸 West Coast,3500
934,🇺🇸 West Coast,3500
935,🇺🇸 West Coast,3500
936,🇺🇸 West Coast,3500
937,🇺🇸 West Coast,3500
938,🇺🇸 West Coast,3500
939,🇺🇸 West Coast,3500
940,🇺🇸 West Coast,3500
941,🇺🇸 West Coast,3500
942,🇺🇸 West Coast,3500
943,🇺🇸 West Coast,3500
944,🇺🇸 West Coast,3500
945,🇺🇸 West Coast,3500
946,🇺🇸 West Coast,3500
947,🇺🇸 West Coast,3500
948,🇺🇸 West Coast,3500
949,🇺🇸 West Coast,3500
950,🇺🇸 West Coast,3500
951,🇺🇸 West Coast,3500
952,🇺🇸 West Coast,3500
953,🇺🇸 West Coast,3500
954,🇺🇸 West Coast,3500
955,🇺🇸 West Coast,3500
956,🇺🇸 West Coast,3500
957,🇺🇸 West Coast,3500
958,🇺🇸 West Coast,3500
959,🇺🇸 West Coast,3500
960,🇺🇸 West Coast,3500
961,🇺🇸 West Coast,3500
970,🇺🇸 West Coast,3500
971,🇺🇸 West Coast,3500
972,🇺🇸 West Coast,3500
973,🇺🇸 West Coast,3500
974,🇺🇸 West Coast,3500
975,🇺🇸 West Coast,3500
976,🇺🇸 West Coast,3500
977,🇺🇸 West Coast,3500
978,🇺🇸 West Coast,3500
979,🇺🇸 West Coast,3500
980,🇺🇸 West Coast,3500
981,🇺🇸 West Coast,3500
982,🇺🇸 West Coast,3500
983,🇺🇸 West Coast,3500
984,🇺🇸 West Coast,3500
985,🇺🇸 West Coast,3500
986,🇺🇸 West Coast,3500
988,🇺🇸 West Coast,3500
989,🇺🇸 West Coast,3500
990,🇺🇸 West Coast,3500
991,🇺🇸 West Coast,3500
992,🇺🇸 West Coast,3500
993,🇺🇸 West Coast,3500
994,🇺🇸 West Coast,3500

# --- CANADA ---
G,🇨🇦 Quebec,1800
H,🇨🇦 Quebec,1800
J,🇨🇦 Quebec,1800
K,🇨🇦 Ontario,1900
L,🇨🇦 Ontario,1900
M,🇨🇦 Ontario,1900
N,🇨🇦 Ontario,1900
P,🇨🇦 Ontario,1900
A,🇨🇦 Atlantic Canada,2400
B,🇨🇦 Atlantic Canada,2400
C,🇨🇦 Atlantic Canada,2400
E,🇨🇦 Atlantic Canada,2400
R,🇨🇦 Prairies East (MB/SK),2800
S,🇨🇦 Prairies East (MB/SK),2800
T,🇨🇦 Alberta,3200
V,🇨🇦 British Columbia,3500
X,🇨🇦 Territories (NT/NU),4000
Y,🇨🇦 Territories (YT),4000
